"X","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
142,"1964-09-19",9,-0.891,-1.229,-1.19,0.212,-0.129,315.61,-0.153,-0.45,-0.689,0.447,-0.476,317.48,-0.29,0.596,-0.579,-1.074,0.517,0.575,0.353,324.54,-0.557,-0.579,-0.622,0.065,0.967,0.975,0.454,1
145,"1964-09-22",9,-1.174,-0.89,-1.373,-1.574,-0.922,225.99,1.656,0.941,-1.574,-1.472,-0.528,231.65,1.394,0.431,-1.098,0.263,-0.412,-1.094,0.296,235.29,1.333,0.142,0.245,-0.005,1.029,0.909,17.106,1
146,"1964-09-23",9,-1.199,-0.467,-1.099,-3.204,-1.098,180,3.013,1.841,-0.057,-3.096,-0.942,178.56,2.657,0.47,-1.189,0.848,0.201,-2.294,-0.39,201.87,2.442,0.083,-0.287,-0.282,0.845,0.822,1.042,1
148,"1964-09-25",9,-0.7,-1.201,-1.282,-0.331,0.047,269.08,0.299,-0.45,-0.436,0.668,0.919,335.22,-0.711,0.801,-0.701,-0.235,-0.302,0.197,0.561,276.51,-0.137,0.213,1.208,0.388,0.795,0.715,0.105,1
149,"1964-09-26",9,-0.85,-1.314,-1.167,-0.098,0.399,295.2,-0.153,-0.287,-0.247,0.89,1.074,172.25,-0.711,0.538,-0.716,-0.657,0.178,0.498,1.479,302.82,-0.527,0.875,0.331,0.781,0.858,0.808,3.355,1
150,"1964-09-27",9,-0.702,-1.37,-1.053,0.057,-0.35,180,-0.153,-0.614,-0.626,0.299,1.022,313.74,-0.29,0.635,-0.594,-0.55,-0.05,0.024,0.995,275.1,0.133,0.999,1.148,0.296,0.737,0.74,1.922,1
152,"1964-09-29",9,-0.335,-1.201,-1.007,0.523,-0.438,16.33,-0.605,0.368,-1.194,0.963,-0.218,312.71,-1.132,0.986,0.124,0.223,-0.534,0.769,0.501,292.72,-0.557,0.662,0.262,1.45,1.003,0.854,2.279,1
153,"1964-09-30",9,-0.278,-1.455,-1.03,-0.176,-0.746,3.69,0.299,-0.041,-1.068,0.447,-0.373,300.83,-0.711,1.093,0.368,-0.413,-0.024,0.749,0.534,302.61,-0.407,0.491,-1.181,0.088,0.987,0.917,0.225,1
154,"1964-10-01",10,-0.083,-1.201,-1.121,-1.108,0.135,203.16,1.204,-0.368,-0.879,-0.586,0.04,243.52,0.552,0.957,0.414,-0.27,-0.271,-0.17,0.114,261.24,0.343,1.123,-0.021,0.457,0.712,0.697,0.727,1
156,"1964-10-03",10,-0.237,-0.862,-1.534,-0.254,1.368,272.31,0.299,0.45,-1.637,-0.217,0.454,268.74,0.131,0.733,0.154,0.406,-0.793,0.049,0.662,270.04,-0.017,0.065,-0.081,0.665,0.738,0.666,40.206,1
157,"1964-10-04",10,-0.251,-1.116,-1.259,0.367,0.487,313.52,-0.605,0.368,-1.384,0.521,0.04,295.88,-0.29,1.054,0.231,0.024,-0.443,0.585,0.124,287.53,-0.437,0.101,-0.322,0.804,0.837,0.797,3.327,1
159,"1964-10-06",10,-0.267,-1.173,-1.167,0.445,-0.438,331.22,-0.605,0.041,-1.258,0.373,0.505,292.31,-0.711,0.957,0.246,-0.052,-0.401,0.473,0.689,285.63,-0.437,0.816,0.262,0.965,0.849,0.75,0.126,1
160,"1964-10-07",10,-0.028,-1.229,-1.03,0.367,-0.79,174.07,-0.605,-0.205,-0.942,0.447,0.609,304.79,-0.29,1.103,0.612,-0.372,-0.18,0.335,0.877,282.92,-0.167,0.425,-0.107,0.319,0.818,0.784,15.213,1
161,"1964-10-08",10,-0.137,-0.721,-0.435,0.523,-1.318,66.78,-0.605,-1.023,-0.247,0.078,0.195,159.1,-0.29,0.879,0.383,-0.535,-0.054,-0.145,1.28,265.96,0.283,0.561,0.185,0.919,0.738,0.653,9.217,1
162,"1964-10-09",10,0.025,-1.032,-0.686,0.212,-1.891,61.9,-0.605,0.45,-1.637,0.078,0.247,276.95,-0.29,0.616,0.169,1.112,-1.319,0.172,0.322,272.63,-0.077,1.383,1.509,1.473,0.4,0.392,4.522,1
163,"1964-10-10",10,0.06,-1.06,-0.847,0.678,-1.186,31.63,-1.058,0.941,-1.763,0.963,-0.27,300.56,-1.132,0.704,0.398,1.25,-1.338,0.871,0.329,285.95,-0.977,1.371,1.663,0.942,0.625,0.539,34.724,1
164,"1964-10-11",10,-0.092,-1.201,-0.892,0.367,-0.482,32.12,-0.605,0.45,-1.005,1.259,-0.425,324.47,-1.553,0.616,0.414,0.411,-0.443,1.397,0.332,308.62,-1.517,1.921,0.46,0.758,0.758,0.717,4.972,1
165,"1964-10-12",10,-0.363,-1.144,-0.778,0.134,-0.217,63.12,-0.153,0.204,-0.31,1.259,-0.373,352.51,-1.132,0.655,0.139,-0.276,0.376,1.392,0.494,336.61,-1.487,1.105,-0.184,0.157,0.851,0.789,0.009,1
166,"1964-10-13",10,-0.444,-0.975,-0.778,0.756,-1.01,46.72,-0.605,0.123,0.259,1.185,-0.89,22.67,-1.132,0.821,0.063,-0.957,0.944,0.82,-0.064,11.97,-0.767,0.561,-0.33,0.965,0.78,0.7,33.428,1
167,"1964-10-14",10,-0.363,-0.947,-0.641,0.6,-0.834,57.38,-0.605,-0.205,0.449,0.594,-0.631,50.07,-0.29,0.898,0.139,-1.48,0.948,0.253,-0.262,41.74,-0.197,0.372,-0.433,0.942,0.599,0.578,0.1,1
168,"1964-10-15",10,-0.437,-0.693,-0.412,0.445,-0.746,69.9,-0.153,-0.45,0.322,0.521,0.609,43.22,-0.29,1.015,0.032,-1.282,1.016,0.391,0.746,41.45,-0.347,-0.378,-0.202,0.804,0.757,0.634,0.03,1
169,"1964-10-16",10,-0.572,-0.806,-0.457,-0.098,0.267,82.82,0.299,-0.45,0.512,-0.291,0.609,103.06,0.131,0.645,-0.334,-1.557,0.879,0.136,-0.004,131.21,0.163,-0.703,0.306,1.45,0.666,0.53,0.459,1
171,"1964-10-18",10,-0.017,-1.229,-0.824,-0.021,0.619,65.09,-0.153,-0.614,-0.689,-0.586,0.144,231.95,0.552,0.499,0.108,0.446,-0.751,-0.604,-0.478,252.8,0.823,0.083,0.95,-0.074,0.116,0.267,0.037,1
172,"1964-10-19",10,0.087,-1.427,-1.099,-0.409,-0.35,263.78,0.299,-0.368,-1.005,-0.217,-0.218,267.37,0.131,0.762,0.398,0.03,-0.488,-0.278,-0.494,259.67,0.553,-0.313,0.108,0.042,0.317,0.39,0.049,1
174,"1964-10-21",10,-0.144,-1.088,-1.282,0.367,-0.305,310.02,-0.605,0.777,-1.7,0.742,-0.89,295.52,-0.711,0.811,0.368,0.558,-0.831,0.672,0.309,286.23,-0.587,0.455,0.056,1.196,0.745,0.567,1.18,1
175,"1964-10-22",10,-0.331,-1.173,-1.007,0.6,-0.085,7.03,-0.605,-0.123,-0.942,0.521,-0.063,307.29,-0.711,0.84,0.231,-0.225,-0.088,0.948,1.136,305.6,-0.857,1.153,-0.494,0.919,0.816,0.637,0.004,1
176,"1964-10-23",10,-0.012,-1.399,-1.099,-0.409,-0.746,249.34,0.299,0.286,-1.51,-0.144,0.299,269.94,0.131,1.084,0.582,0.136,-0.584,0.197,0.682,274.76,0.043,0.692,0.048,0.85,0.714,0.554,1.456,1
177,"1964-10-24",10,0.487,-1.286,-1.03,-0.953,-0.438,172.01,0.752,0.941,-1.953,-0.439,0.092,261.7,0.552,1.084,1.07,1.473,-1.574,-0.349,0.739,263.17,0.613,1.206,1.303,0.804,0.29,0.329,6.491,1
178,"1964-10-25",10,0.338,-1.06,-0.663,-0.72,-0.966,106.48,0.752,0.45,-1.574,-0.586,-0.373,256.14,0.552,0.694,0.566,1.067,-1.25,-0.461,-0.78,259.75,0.733,1.2,0.744,-0.097,0.106,0.231,0.295,1
181,"1964-10-28",10,-0.235,-0.58,-0.297,-0.875,0.443,102.84,0.752,0.041,-0.815,-1.251,0.04,215.05,1.394,0.109,-0.228,0.248,-0.492,-0.91,0.107,241.22,1.123,-0.106,-1.19,-0.328,0.083,0.258,0.062,1
182,"1964-10-29",10,0.134,-0.721,-0.389,-0.409,-0.085,91.16,0.299,0.041,-1.258,-0.513,-0.063,252.82,0.552,0.187,0.154,0.375,-0.706,-0.533,-0.212,253.67,0.793,0.29,0.056,-0.397,-0.195,0.103,0.271,1
183,"1964-10-30",10,0.216,-1.003,-0.641,-0.021,0.091,76.27,-0.153,0.123,-1.321,0.152,-0.321,282.82,0.131,0.148,0.307,0.904,-1.163,-0.084,0.443,267.31,0.403,0.142,0.572,-0.235,-0.026,0.111,0.576,1
185,"1965-05-01",5,0.134,-0.157,0.046,0.367,0.267,78.76,-0.605,-0.696,-0.626,0.299,0.092,311.51,-0.29,-0.426,-0.105,0.579,-0.858,0.662,-0.108,285.34,-0.767,1.72,0.375,-0.282,-0.318,-0.203,4.682,1
186,"1965-05-02",5,-0.679,0.718,0.71,1.222,0.047,75.31,-1.058,-0.123,0.765,-0.144,1.797,93.4,0.131,-0.65,-1.052,-0.55,0.148,-0.706,1.808,238.03,0.493,1.655,1.096,1.497,-0.152,-0.203,12.757,1
188,"1965-05-04",5,0.395,-0.185,0.023,0.523,0.311,75.98,-0.605,-0.205,0.701,0.225,-0.063,69.63,-0.29,0.08,0.139,-0.56,-0.024,0.396,-1.056,287.2,-0.497,0.16,-1.19,-1.737,-0.956,-0.603,1.279,1
190,"1965-05-06",5,-0.665,0.436,0.527,0.6,-0.217,80.37,-0.605,0.614,1.207,0.594,0.867,64.91,-0.711,-0.28,-0.808,-1.455,0.818,0.33,0.161,164.84,-0.497,0.632,0.976,1.335,0.294,0.205,9.198,1
191,"1965-05-07",5,-0.447,0.351,0.459,0.445,0.531,81.38,-0.605,0.204,1.017,0.373,0.195,69.33,-0.29,-0.241,-0.441,-1.302,0.51,0.187,-0.088,289.07,-0.347,1.879,0.821,1.589,0.305,0.117,11.224,1
192,"1965-05-08",5,-0.468,0.097,0.275,0.134,0.443,83.73,-0.153,1.105,1.586,0.816,0.144,66.21,-0.711,-0.095,-0.365,-1.104,1.119,0.539,-0.202,37.34,-0.827,1.832,0.245,0.734,0.352,0.359,4.036,1
194,"1965-05-10",5,-1.172,0.069,0.23,0.134,0.531,84.12,0.299,1.186,1.776,0.225,-0.011,80.43,-0.29,-0.485,-1.22,-1.47,1.009,0.156,0.84,69.94,-0.227,1.802,0.005,0.781,0.474,0.329,56.907,2
195,"1965-05-11",5,-0.455,-0.298,-0.045,-0.72,0.796,96.92,0.752,-0.941,0.133,0.004,1.28,68.66,-0.29,-0.183,-0.563,-0.392,-0.191,-0.068,0.524,265.48,0.043,1.944,1.087,1.473,0.103,0.122,4.559,1
196,"1965-05-12",5,-0.115,-0.58,-0.297,-0.953,0.796,104.5,0.752,-0.941,-0.183,0.152,0.505,168,-0.29,-0.007,-0.044,-0.672,0.033,0.264,0.272,282.47,-0.317,1.643,1.062,1.035,0.18,0.129,8.101,1
197,"1965-05-13",5,-0.62,-0.665,-0.343,-0.254,0.223,88.91,0.299,0.695,1.27,0.742,-0.321,63.78,-0.711,-0.027,-0.563,-0.886,1.203,0.733,-0.377,35.87,-1.037,2.015,0.478,0.688,0.512,0.483,1.269,1
198,"1965-05-14",5,-1.058,-0.495,-0.206,-0.098,-0.173,85.87,0.299,2.168,2.408,0.89,-0.631,71.1,-0.711,0.178,-1.006,0.024,2.007,0.84,0.094,63.65,-0.857,2.216,0.056,0.134,0.707,0.635,0.455,1
199,"1965-05-15",5,-1.026,-0.467,-0.183,-0.021,-0.438,83.54,-0.153,0.695,1.46,0.225,0.04,78.44,0.131,0.382,-0.945,-1.46,0.948,0.064,0.894,99.79,-0.287,1.779,0.177,1.473,0.834,0.54,0.132,1
200,"1965-05-16",5,-0.773,-0.072,0.115,0.445,-0.482,78.13,-0.605,0.45,1.27,0.299,0.35,75.84,-0.29,0.275,-0.731,-1.602,0.795,0.172,0.363,153.6,-0.227,1.619,0.709,1.866,0.671,0.425,16.551,1
201,"1965-05-17",5,-0.261,-0.354,-0.091,0.134,-0.526,81.25,-0.153,-0.941,-0.057,0.299,0.557,31.14,-0.29,0.295,-0.197,-0.321,-0.218,0.376,0.248,283.41,-0.437,1.418,1.448,1.982,0.309,0.203,3.548,1
202,"1965-05-18",5,-0.189,-0.411,-0.16,0.057,-0.085,82.93,-0.153,-0.778,-0.247,0.447,0.195,184.93,-0.29,0.285,0.032,-0.398,-0.111,0.549,0.578,290.64,-0.647,1.318,0.623,1.589,0.416,0.309,1.393,1
203,"1965-05-19",5,-0.513,-0.27,-0.045,0.6,-0.702,74.25,-0.605,0.45,1.017,0.816,0.092,55.42,-0.711,0.246,-0.304,-0.977,1.176,0.616,0.517,46.83,-0.737,1.023,0.073,1.035,0.568,0.493,0.007,1
204,"1965-05-20",5,-0.566,-0.241,-0.045,0.678,-0.482,73.14,-0.605,0.204,0.765,0.816,-0.115,49.26,-0.711,0.217,-0.304,-0.789,1.226,0.84,-0.367,35.02,-0.767,0.638,-0.605,0.388,0.666,0.573,2.014,1
205,"1965-05-21",5,-0.598,-0.241,0.001,0.057,0.223,83.41,-0.153,-0.614,0.006,0.594,0.867,15.5,-0.29,0.07,-0.426,-0.987,0.411,0.529,0.453,308.67,-0.467,1.194,-0.322,1.358,0.619,0.484,59.877,2
206,"1965-05-22",5,-0.906,-0.213,0.023,0.057,0.399,84.2,0.299,-0.778,-0.12,0.447,0.919,16.81,-0.29,-0.426,-0.976,-0.708,0.159,0.565,0.732,298.21,-0.527,1.98,-0.279,1.312,0.54,0.487,8.118,1
207,"1965-05-23",5,-0.931,-0.185,0.023,0.212,0.531,81.21,-0.153,-0.941,-0.183,0.299,0.195,181.56,-0.29,-0.397,-0.976,-0.774,0.182,0.483,0.339,294.82,-0.497,2.381,-0.786,0.988,0.52,0.497,6.977,1
208,"1965-05-24",5,-0.904,-0.778,-0.48,0.445,0.399,65.93,-0.153,-0.368,-0.879,0.299,-0.58,297.59,-0.29,0.061,-0.793,-0.433,-0.096,0.519,0.117,290.93,-0.527,1.324,-0.967,0.781,0.682,0.539,0.256,1
209,"1965-05-25",5,-1.631,-0.524,-0.343,0.989,-0.041,58.95,-1.058,-0.368,-0.183,0.742,0.867,184.4,-0.711,-0.475,-1.999,-0.952,0.452,0.662,0.45,313.25,-0.527,1.548,0.22,1.058,0.885,0.639,5.297,1
210,"1965-05-26",5,-1.783,0.21,0.367,-0.098,0.179,87.5,-0.153,1.514,2.029,-0.734,0.712,103.74,0.552,-0.777,-2.442,-0.286,1.363,-1.227,-0.595,150.21,1.123,0.626,0.709,0.111,0.288,0.418,0.897,1
213,"1965-05-29",5,-1.04,0.295,0.413,-0.487,0.003,92.05,0.752,-0.532,-0.183,-0.956,-0.063,179.31,0.973,-1.167,-1.586,-0.306,-0.218,-0.349,0.124,254.24,0.613,1.903,-0.562,-0.72,-0.055,0.179,0.156,1
217,"1965-06-02",6,-0.882,-1.06,-0.663,-0.487,0.707,97.66,0.299,-0.041,0.765,0.299,1.642,69.31,-0.29,0.519,-0.731,-1.17,0.883,0.182,2.053,102.46,-0.347,0.762,0.495,1.658,0.819,0.57,0.086,1
219,"1965-06-04",6,-1.125,-0.467,-0.183,0.134,-0.35,80.34,-0.153,0.532,1.27,0.447,0.402,69.55,-0.29,0.314,-1.083,-0.997,1.26,0.483,1.146,57.76,-0.647,0.739,0.675,1.266,0.991,0.739,23.479,1
220,"1965-06-05",6,-1.372,-0.524,-0.228,-0.098,-0.129,84.93,-0.153,0.695,1.333,0.668,1.849,64.63,-0.711,0.061,-1.525,-1.374,0.971,0.35,2.231,84.72,-0.587,1.413,1.148,1.312,0.955,0.684,20.102,1
221,"1965-06-06",6,-1.255,-0.749,-0.412,-0.254,0.487,87.91,0.299,-0.205,0.701,-0.439,2.521,105.35,0.131,0.032,-1.571,-0.708,0.582,-0.936,1.401,195.89,0.433,2.228,1.148,1.866,0.714,0.487,4.692,1
222,"1965-06-07",6,-0.912,-0.89,-0.526,-0.254,-0.35,87.26,0.299,-0.941,-0.31,0.299,1.384,341.44,-0.29,0.421,-0.869,-0.809,0.148,-0.038,1.418,265.86,-0.227,2.576,1.156,1.704,0.877,0.55,2.369,1
223,"1965-06-08",6,-0.72,-0.947,-0.595,-0.564,-0.217,99.08,0.299,-0.45,-0.942,0.004,1.125,277.64,-0.29,0.48,-0.548,-0.286,-0.252,0.248,1.469,277.83,-0.467,2.434,1.337,1.889,0.79,0.563,5.123,1
224,"1965-06-09",6,-0.75,-1.088,-0.686,-0.564,0.003,102.45,0.299,-0.778,-0.436,0.373,0.919,332.62,-0.711,0.48,-0.548,-0.601,0.232,0.876,1.203,315.45,-1.007,1.985,0.4,1.381,0.899,0.706,8.705,1
225,"1965-06-10",6,-0.671,-1.032,-0.663,0.057,-0.129,71.55,-0.153,0.123,0.701,0.816,0.505,48.55,-1.132,0.674,-0.365,-0.499,1.252,1.116,0.296,30.67,-1.307,0.94,-0.391,0.942,0.99,0.817,18.827,1
226,"1965-06-11",6,-0.501,-0.806,-0.457,-0.176,-0.702,86.4,0.299,0.695,1.333,0.594,-1.355,66.14,-0.711,0.947,0.108,-0.337,1.652,0.917,-0.303,52.18,-0.977,1.229,-0.425,0.619,1.01,0.886,8.415,1
227,"1965-06-12",6,-0.485,-0.326,-0.068,-0.176,-0.658,87.14,0.299,0.859,1.523,0.373,-1.045,74.28,-0.29,0.743,0.017,-0.682,1.512,0.59,-0.283,59.56,-0.617,0.638,0.005,1.497,1.011,0.781,33.348,1
228,"1965-06-13",6,-0.833,-0.382,-0.114,-0.409,-0.041,90.69,0.752,0.286,0.954,0.447,-0.27,65.64,-0.29,0.187,-0.579,-1.099,0.982,0.611,0.571,24.85,-0.767,1.844,0.065,0.919,0.919,0.776,10.681,1
229,"1965-06-14",6,-1.199,-0.439,-0.183,-0.176,1.016,86.93,0.299,1.186,1.523,1.185,0.919,56.18,-1.132,-0.124,-1.266,-0.428,1.393,1.111,0.958,36.59,-1.277,2.198,0.649,0.55,0.983,0.864,16.427,1
230,"1965-06-15",6,-1.52,-0.072,0.092,0.756,0.619,73.97,-0.605,1.923,2.155,1.111,0.97,65.77,-0.711,-0.076,-1.648,0.06,1.965,0.963,1.092,60.57,-0.797,1.472,0.804,0.48,1.107,0.87,9.499,1
231,"1965-06-16",6,-1.233,-0.58,-0.366,0.833,-0.261,62.69,-0.605,0.532,0.891,1.111,0.144,44.2,-0.711,0.236,-1.189,-0.992,0.978,0.774,0.363,16.62,-0.797,-0.136,0.529,1.473,1.131,0.859,8.963,1
232,"1965-06-17",6,-1.206,-0.862,-0.778,1.222,-0.57,28.48,-1.058,0.204,-0.247,1.332,-0.321,356.09,-1.132,0.314,-1.113,-0.479,0.685,1.305,0.285,351.1,-1.247,-0.443,-0.253,0.804,1.088,0.861,5.756,1
233,"1965-06-18",6,-1.376,-0.834,-1.03,1.532,-0.746,179.8,-1.51,0.859,-0.057,1.923,1.384,4.89,-1.553,0.441,-1.403,-0.103,0.83,1.698,1.737,178.95,-1.607,-0.473,0.022,0.781,1.069,0.873,0.933,1
234,"1965-06-19",6,-1.342,-0.608,-0.526,1.454,0.179,43.75,-1.51,1.432,1.333,1.701,1.177,44.54,-1.553,0.304,-1.342,0.04,1.553,1.519,1.613,38.47,-1.367,1.454,0.434,0.55,1.141,0.966,9.642,1
235,"1965-06-20",6,-1.087,-0.693,-0.435,0.756,-0.57,61.08,-1.058,0.532,0.701,1.332,0.04,35.38,-1.132,0.372,-0.93,-0.784,0.639,0.886,1.657,180,-0.887,1.206,0.168,0.781,1.06,0.892,29.907,1
236,"1965-06-21",6,-1.023,-0.636,-0.412,0.833,-0.658,61.55,-0.605,0.368,0.575,1.185,0.505,34.25,-1.132,0.372,-0.976,-0.901,0.532,0.672,1.253,323.49,-0.647,0.662,0.22,1.012,0.911,0.783,29.342,1
237,"1965-06-22",6,-1.137,-0.665,-0.412,0.756,-0.658,62,-0.605,0.123,0.638,0.89,0.609,42.19,-0.711,0.275,-1.128,-1.125,0.772,0.616,0.974,161.98,-0.557,0.969,0.331,0.665,1.023,0.884,32.161,1
238,"1965-06-23",6,-1.15,-0.947,-0.663,0.6,-1.186,52.43,-0.605,-0.368,-0.247,0.816,-0.942,177.86,-0.711,0.372,-0.96,-0.987,0.441,0.6,0,315.91,-0.527,0.845,-0.364,0.896,1.22,0.903,34.269,1
239,"1965-06-24",6,-1.398,-1.399,-1.03,-0.254,-0.614,227.37,0.299,-0.532,-0.752,0.299,-0.011,306.34,-0.29,0.178,-1.449,-0.662,0.14,0.595,0.349,296.08,-0.497,0.213,-0.382,1.52,1.149,0.856,4.692,1
241,"1965-06-26",6,-1.66,-0.326,-0.228,1.377,-0.35,58.33,-1.51,2.332,2.281,1.775,-0.476,56.64,-1.553,-0.056,-1.922,0.685,2.395,1.269,-0.481,59.98,-1.487,0.804,0.434,0.596,1.18,0.933,2.253,1
242,"1965-06-27",6,-1.6,0.267,0.161,2.386,0.223,55.53,-2.415,2.823,2.408,2.292,0.557,51.07,-2.396,-0.105,-1.77,0.655,2.03,1.831,1.247,42.64,-1.727,1.028,0.856,0.85,1.156,0.956,3.921,1
243,"1965-06-28",6,-1.053,-0.185,-0.297,2.309,-0.129,43.61,-2.415,2.005,1.46,2.292,0.195,37.42,-2.396,0.431,-0.854,0.462,1.725,1.892,0.85,33.75,-1.877,1.229,0.52,0.504,1.147,1.015,5.148,1
244,"1965-06-29",6,-0.304,-0.778,-0.709,1.377,-0.834,30.98,-1.058,0.941,1.017,1.406,-1.045,42.52,-1.132,1.366,0.398,-0.098,1.664,1.223,-0.474,43.82,-1.367,-0.071,-0.193,0.319,1.069,1.006,13.371,1
245,"1965-06-30",6,-0.158,-1.201,-1.144,0.367,-1.142,330.13,-0.153,0.286,0.512,1.111,-0.89,32.02,-1.132,1.522,0.566,-0.372,1.397,1.162,-1.015,33.53,-1.157,-0.703,-1.087,-0.166,0.871,1.034,0.719,1
247,"1965-07-02",7,-0.508,-1.173,-0.892,0.445,-0.526,30.62,-0.605,0.45,0.701,1.185,-1.82,37.04,-1.132,1.191,0.169,-0.062,1.832,1.055,-1.103,53.39,-1.277,-0.655,-1.594,-0.859,1.002,1.12,2.641,1
248,"1965-07-03",7,-0.79,-1.116,-0.755,0.212,-0.702,61.45,-0.153,1.268,1.397,1.48,-0.89,48.41,-1.553,0.996,-0.35,0.172,1.984,1.177,-0.145,53.96,-1.337,-0.071,-0.941,-0.559,1.069,1.103,16.55,1
250,"1965-07-05",7,-1.021,-1.173,-0.892,0.445,-0.173,29.57,-0.605,1.268,1.397,1.406,-0.631,49.92,-1.132,0.411,-0.838,0.157,1.904,1.249,-0.558,49.62,-1.247,-0.726,-0.914,0.111,0.988,1.023,1.038,1
251,"1965-07-06",7,-1.055,-1.032,-0.915,0.911,-0.35,16.34,-1.058,0.123,0.512,1.037,-1.045,32.44,-1.132,0.421,-0.838,-0.403,1.332,1.157,-0.515,30.54,-1.157,-0.017,-0.898,-0.374,1.047,1.05,5.597,1
252,"1965-07-07",7,-1.013,-1.173,-1.076,0.6,0.003,178.54,-0.605,-0.041,-0.12,1.111,-0.683,183.73,-1.132,0.441,-0.808,-0.845,0.891,0.891,-0.064,190.51,-1.007,0.638,-0.382,-0.235,0.92,0.986,17.094,1
253,"1965-07-08",7,-0.704,-0.834,-1.442,0.833,0.091,308.4,-1.058,0.204,-0.752,1.185,-0.735,334.49,-1.132,0.684,-0.304,-0.575,0.574,1.157,-0.283,344.67,-1.247,-0.596,-0.442,-0.051,1.007,1.033,3.044,1
254,"1965-07-09",7,-0.652,-0.919,-1.442,0.6,0.443,302.62,-0.605,0.041,-0.31,1.185,-0.89,174.32,-1.132,0.782,-0.136,-0.733,0.822,1.014,-0.551,181.29,-1.157,-0.52,-0.967,-0.143,1.196,1.114,1.625,1
255,"1965-07-10",7,-0.912,-1.06,-1.328,0.29,0.091,301.04,-0.605,-0.614,-0.436,0.447,-0.115,335.68,-0.711,0.791,-0.655,-1.028,0.681,0.672,-0.394,170.76,-0.647,-0.478,-0.941,-0.074,1.054,1.123,1,1
256,"1965-07-11",7,-0.947,-1.144,-1.328,-0.098,-0.614,284.28,-0.153,-0.368,-0.563,0.668,-0.528,332.65,-0.711,0.859,-0.594,-0.926,0.929,0.81,-0.612,192.51,-0.797,-0.762,-1.293,-0.49,1.039,1.172,0.185,1
258,"1965-07-13",7,-1.34,-0.213,-1.992,1.144,-1.583,294.3,-1.51,2.577,-2.522,2.218,-0.166,310.28,-2.817,0.596,-1.312,1.097,-0.603,2.162,0.094,317.57,-2.267,-1.14,-0.683,-0.12,1.299,1.099,3.739,1
259,"1965-07-14",7,-0.731,-0.693,-1.465,1.377,-0.966,318.73,-1.962,2.168,-1.005,2.956,-0.011,342.99,-3.238,1.006,-0.258,0.721,0.353,2.443,0.094,345.17,-2.927,1.543,0.821,-0.12,1.192,1.177,35.677,1
260,"1965-07-15",7,-0.097,-1.286,-0.87,-0.021,-0.305,62.13,-0.153,0.614,-0.247,1.701,-0.321,176.1,-1.975,1.463,0.643,-0.276,0.647,1.473,-0.921,170.1,-1.727,1.584,-0.7,-0.212,1.154,1.195,8.034,1
261,"1965-07-16",7,-0.092,-1.342,-1.03,-0.797,0.223,148.86,0.752,-0.368,-0.247,0.742,-1.148,170.37,-0.711,1.376,0.734,-0.789,0.898,0.958,-1.133,183.16,-0.917,1.661,-1.284,-0.305,1.029,1.189,19.304,1
262,"1965-07-17",7,-0.516,-1.286,-1.144,-0.797,-0.658,221.17,0.752,-0.778,0.069,0.299,-1.148,42.19,-0.29,1.142,-0.014,-1.125,1.089,0.478,-1.385,205.89,-0.527,0.845,-1.233,-1.413,0.834,1.222,0.23,1
264,"1965-07-19",7,-0.935,-1.144,-1.305,-0.021,-1.098,286.52,-0.153,-0.041,-0.689,0.963,-0.321,333.67,-1.132,1.122,-0.563,-0.799,0.654,0.922,-0.709,168.17,-0.917,0.059,-1.026,-0.905,1.133,1.195,0.155,1
265,"1965-07-20",7,-1.058,-1.116,-1.35,-0.409,-0.438,265.72,0.299,0.041,-0.563,1.111,0.092,341.77,-1.553,0.976,-0.793,-0.555,0.967,1.198,-0.152,190.09,-1.307,0,-0.837,-0.605,1.156,1.117,0.434,1
266,"1965-07-21",7,-1.207,-1.144,-1.305,-0.021,-0.482,288.47,-0.153,0.041,0.196,1.111,-0.373,18.83,-1.132,0.635,-1.052,-0.362,1.473,1.111,-0.535,39.23,-1.247,-0.413,-0.923,-0.928,1.057,1.195,0.543,1
267,"1965-07-22",7,-1.166,-1.229,-1.167,0.29,0.399,324.33,-0.605,0.45,0.575,1.332,-1.097,30.69,-1.553,0.528,-0.93,-0.296,1.519,1.142,-0.75,40.27,-1.247,-0.803,-0.82,-1.021,1.074,1.215,4.982,1
268,"1965-07-23",7,-0.943,-1.116,-1.328,0.134,0.311,293.82,-0.153,0.041,0.322,1.037,-0.735,24.93,-1.132,0.674,-0.579,-0.469,1.382,1.07,-0.736,35.68,-1.097,-0.655,-0.648,-0.212,1.172,1.155,20.385,1
269,"1965-07-24",7,-1.073,-0.862,-1.557,-0.409,0.003,268.87,0.752,-0.368,-1.005,-0.291,-0.735,266.77,0.552,0.616,-0.716,-1.038,0.304,-0.078,-0.662,265.97,0.103,-1.045,-0.975,-0.582,1.11,1.145,0.359,1
270,"1965-07-25",7,-2.138,0.351,-2.518,0.367,1.5,277.68,-0.153,2.905,-3.406,-0.217,3.141,267.85,0.131,0.012,-2.594,1.936,-1.849,0.064,1.519,268.64,0.133,-0.561,-0.081,0.157,1.481,1.162,65.593,2
