"","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","clazz"
"29161",1.239,1.819,1.649,0.134,-0.129,87.2,-0.153,-0.532,0.512,-0.217,0.35,95.57,0.131,-1.605,0.689,0.172,-0.61,0.11,-0.121,272.43,-0.167,-0.75,0.331,-1.806,-1.401,-1.307,1
"6083",-1.109,-0.975,-0.641,-0.953,-0.438,114.67,0.752,-0.696,0.259,-0.513,-0.528,126.34,0.552,0.85,-1.052,-1.557,0.761,0.192,-0.528,322.88,0.073,0.981,0.485,0.617,0.584,0.569,1
"8421",0.304,-0.015,0.161,0.29,0.135,80.78,-0.605,-1.105,-0.183,-0.365,0.247,157.28,0.131,-1.108,0.231,0.385,-0.736,-0.426,0.833,257.57,0.553,0.532,0.031,-0.328,-0.566,-0.447,1
"446",-0.609,-0.636,-1.74,-0.409,0.003,268.2,0.299,-0.368,-1.005,-0.144,0.04,270.89,0.131,1.463,-0.029,-0.987,0.273,0.253,0.027,285.46,-0.317,-0.402,-1.766,-1.021,1.079,1.3,1
"6123",-1.836,-1.342,-0.961,-0.72,0.091,144.19,0.752,0.041,0.765,-0.882,-0.063,121.23,0.552,0.236,-1.999,-1.104,1.214,-0.323,0.188,124.48,0.373,1.737,0.64,0.502,1.389,1.255,1
"1679",-0.267,-0.58,-0.274,-0.564,0.091,95.48,0.299,-0.696,-0.057,0.225,-0.011,188.15,-0.29,0.421,-0.044,-0.575,0.372,1.05,0.578,331.51,-1.007,1.064,0.443,0.342,0.6,0.573,1
"39881",-0.378,-0.552,-1.808,-0.021,-0.57,277.01,-0.605,2.987,-3.343,1.259,-0.476,290.51,-1.553,1.142,0.139,1.168,-1.163,1.264,-0.861,294.53,-1.367,-1.004,-0.597,-0.697,0.951,0.991,1
"3939",1.011,1.48,1.397,-0.176,0.928,88.89,0.299,-0.696,0.259,-0.586,-0.425,130.82,0.552,-0.475,1.055,0.309,-0.706,-0.237,-0.649,262.13,0.373,-0.402,0.073,-1.829,-0.844,-0.437,1
"4109",-0.511,-0.749,-0.412,-0.487,-1.142,93.93,0.752,0.123,0.891,0.373,-0.735,69.09,-0.29,1.707,0.261,-1.323,1.123,0.172,-0.061,72.44,-0.257,0.254,0.142,1.243,1.325,1.037,1
"2973",-0.591,-0.947,-0.618,0.212,-0.702,67.27,0.299,-0.123,0.701,0.521,0.092,57,-0.29,1.006,-0.151,-1.074,1.153,0.539,-0.088,42.36,-0.737,0.892,0.821,1.058,1.036,0.861,1
"47121",0.636,1.029,1.008,0.523,-1.495,83.04,-0.605,0.286,1.144,0.152,-0.27,80.05,0.131,0.119,0.734,-0.987,0.308,-0.216,-0.713,243.51,0.223,-1.335,0.581,1.219,-0.698,-0.848,1
"4819",-0.732,0.521,0.619,-0.331,-0.305,89.95,0.299,-0.205,0.638,-0.66,1.487,119.32,0.552,-0.378,-1.22,-0.235,-0.012,-0.972,-0.104,227.16,0.763,0.597,0.976,-0.005,-0.269,-0.083,1
"1384",-1.111,-1.088,-1.373,-0.098,-0.438,279.14,0.299,-0.859,-0.436,0.225,-0.787,317.84,-0.29,0.528,-0.899,-1.201,0.441,0.223,0.027,281.24,-0.167,-0.508,0.331,0.019,1.036,1.108,1
"5818",-0.915,-0.665,-1.282,-2.506,0.619,202.12,2.109,2.086,-1.321,-3.022,-0.27,206.33,2.657,0.499,-0.655,0.828,-0.028,-2.263,0.097,206.88,2.172,-0.449,-0.932,-0.701,1.028,1.138,1
"4528",0.176,-0.749,-0.435,0.134,-1.935,76.52,-0.153,-1.269,-0.183,0.004,-0.58,167.31,-0.29,1.171,0.719,-0.484,-0.108,-0.216,-0.746,258.43,0.253,0.278,0.177,-0.374,0.385,0.529,1
"698",0.007,0.041,0.23,0.057,-0.173,84.54,-0.153,-0.368,-0.752,-0.734,0.35,227.7,0.973,0.265,0.231,0.065,-0.462,-0.553,0.037,250.65,0.553,1.342,-0.889,-2.175,0.065,0.651,1
"16181",0.832,0.831,0.848,0.678,0.179,80.92,-0.605,-0.287,0.449,0.521,-0.89,49.48,-0.29,-0.611,1.055,-0.586,-0.043,-0.068,-0.182,265.38,-0.047,-0.602,0.916,1.012,-0.532,-0.547,1
"43051",0.63,0.323,0.459,0.212,-0.746,83.57,-0.153,-0.941,0.133,0.004,-0.425,72.32,0.131,0.489,0.963,-0.509,-0.092,0.218,-0.504,278.3,-0.257,2.316,0.22,-1.09,-0.261,0.063,1
"586",-2.001,-1.032,-0.801,0.678,0.575,36.66,-0.605,0.368,0.006,1.48,1.797,185.79,-1.553,-0.329,-2.457,-0.662,0.849,1.096,1.378,174.32,-1.067,0.892,0.623,1.058,1.128,0.813,1
"6075",-0.938,0.069,0.184,1.144,-0.79,69.96,-1.058,1.35,1.713,1.037,0.505,61.88,-1.132,0.616,-0.762,-1.064,1.161,0.555,0.746,42.83,-0.647,0.656,0.184,0.409,0.839,0.699,1
"33761",-0.511,0.239,0.39,-0.487,0.84,91.44,0.299,-0.041,0.891,-0.291,1.177,97.07,0.131,-0.816,-0.899,-0.418,-0.138,-0.293,-0.031,255.37,0.133,1.028,0.907,1.935,-0.155,-0.324,1
"641",0.1,0.747,0.779,0.445,1.104,82.48,-0.605,-0.696,0.322,0.225,-0.115,59.8,-0.29,-1.4,-0.472,0.065,-0.508,-0.308,-0.548,258.49,0.463,1.566,1.285,1.127,-0.783,-0.935,1
"2844",-1.15,-1.229,-1.053,0.367,1.764,177.35,-0.153,-0.941,-0.247,-0.586,0.764,192.4,0.552,0.256,-1.083,-1.424,0.704,-0.237,-0.417,211.49,0.253,0.225,0.194,-1.806,0.608,1.15,1
"4346",-0.275,-1.399,-0.961,-0.331,-0.482,90,-0.153,-0.778,0.196,-0.365,-1.355,111.49,0.131,1.376,0.704,-1.257,1.169,0.202,-0.42,69.3,-0.347,-0.726,-0.967,-0.235,1.166,1.301,1
"65",-0.198,0.775,0.825,0.212,0.047,85.26,-0.153,0.204,0.828,0.816,-0.218,50.48,-0.711,-1.254,-0.625,-0.616,-0.005,0.248,0.252,280.31,-0.317,1.371,1.096,1.196,-0.561,-0.746,1
"6085",0.926,1.001,0.985,0.756,-0.261,81.24,-0.605,-0.614,0.322,-0.513,0.144,126.52,0.552,-1.128,0.032,2.668,-2.058,-2.095,-1.015,240.42,1.902,-0.154,1.423,0.758,-1.527,-1.911,1
"1712",-0.737,-0.58,-0.366,0.833,-0.173,62.13,-1.058,0.614,1.017,1.111,-0.528,48.48,-1.132,0.986,-0.151,-0.265,1.706,0.917,-0.43,53.5,-0.917,0.101,-0.468,0.226,1.306,1.195,1
"963",0.764,1.226,1.191,0.6,-1.451,82.93,-0.605,-0.123,0.765,0.225,0.815,73.14,-0.29,-0.183,0.765,0.457,-0.679,-0.819,2.04,249.63,0.463,-1.033,1.045,1.196,-0.77,-0.894,1
"4615",-1.042,0.267,-2.45,-0.487,-0.746,268.41,0.752,2.987,-3.533,-0.365,-0.838,266.6,0.552,0.772,-0.686,0.802,-1.09,0.039,-0.424,269.43,0.493,-0.986,-0.975,-0.397,1.207,1.13,1
"2205",0.272,-0.721,-0.389,-0.021,-1.274,82.9,0.299,1.186,-1.826,-1.546,-0.528,234.09,1.815,-0.007,0.063,2.617,-1.921,-2.335,-0.582,236.83,2.472,-0.289,1.543,0.55,-0.254,-0.188,1
"47241",1.233,1.537,1.443,0.057,-0.526,87.51,-0.153,0.041,0.891,-0.365,-0.787,100.32,0.552,-0.806,0.887,0.228,-0.652,-0.186,-0.108,263.4,0.343,-0.945,0.451,-1.898,-1.402,-1.224,1
"5501",0.525,1.057,1.031,0.134,0.531,86.37,-0.153,-0.368,-0.626,-0.956,1.539,211.93,0.973,-0.913,-0.029,2.282,-2.016,-1.339,0.497,249.99,1.153,1.105,1.578,1.635,-0.966,-1.145,1
"49531",0.086,0.295,0.367,1.222,-1.01,71.49,-1.51,1.186,1.523,1.111,0.144,58.26,-1.132,0.148,0.353,-1.048,0.574,0.141,1.667,137.22,-0.077,0.272,-0.013,0.642,-0.382,-0.38,1
"30561",0.315,1.226,1.191,-0.72,0.84,92.81,0.752,-1.269,-0.247,-0.217,0.04,246.09,0.131,-1.42,-0.044,0.401,-0.759,0.412,0.054,279.84,-0.317,-0.272,0.623,-0.72,-0.718,-0.628,1
"3860",0.767,2.355,2.107,-0.487,-0.79,90.88,0.299,-0.696,0.006,-0.808,-0.218,162.78,0.973,-1.702,-0.304,1.738,-1.746,-0.594,-0.266,259.42,0.733,-1.24,1.276,0.596,-1.33,-1.693,1
"6373",-0.554,-0.157,0.046,0.057,0.707,84.09,-0.153,-0.287,0.385,-0.882,0.247,139.82,0.973,0.032,-0.731,-0.825,0.384,-0.65,-1.156,220.66,0.523,-1.146,-0.254,-1.346,-0.058,0.53,1
"7201",0.678,1.311,1.146,2.153,-0.966,71.52,-1.962,-0.941,0.133,0.078,-0.425,54.85,0.131,-1.108,0.444,0.528,-0.835,-0.482,0.386,258.11,0.523,-0.254,1.474,0.804,-0.876,-1.109,1
"2993",-0.424,-0.467,-0.228,0.367,-0.129,75.1,-0.153,-0.287,0.638,0.225,-1.097,69.43,-0.29,-0.173,-0.426,-0.814,0.132,0.197,-0.582,278.63,-0.287,0.308,0.048,1.127,-0.193,-0.175,1
"6136",-2.757,-0.608,-1.167,-2.738,1.809,191.18,2.109,1.841,-0.499,-3.096,4.536,186.53,2.236,-0.426,-3.663,1.311,0.624,-3.014,2.884,185.02,1.992,0.414,0.52,1.01,1.498,1.152,1
"3779",0.925,0.351,0.436,0.833,0.311,76.72,-1.058,-0.041,-1.258,-0.07,-0.425,271.97,0.131,-0.485,0.948,0.853,-1.113,0.345,-0.488,276.63,-0.227,1.454,-0.614,-1.529,-0.701,-0.363,1
"1893",-0.935,-0.467,-0.183,0.134,0.84,80.57,-0.153,-0.368,0.575,0.078,0.712,77.65,0.131,0.002,-0.945,-1.175,0.555,-0.41,0.719,218.72,0.103,2.653,0.598,0.619,0.44,0.545,1
"485",-0.813,-1.229,-1.236,-0.642,0.575,245.44,0.299,-0.532,-0.815,-0.513,1.384,244.09,0.131,0.519,-0.777,-1.389,0.677,-0.252,-0.138,204.44,-0.017,-1.601,-0.597,-2.083,0.362,0.997,1
"5993",-0.569,-0.693,-0.389,0.057,-0.35,80.63,-0.153,-0.778,0.322,-0.217,-0.011,90.41,0.131,1.064,-0.166,-1.506,0.761,0.223,-0.175,153.93,-0.077,1.117,-1.379,-2.223,0.552,1.299,1
"37121",0.338,0.86,0.894,0.212,0.091,85.01,-0.153,0.859,1.586,0.152,0.66,81.82,-0.29,0.07,0.46,-1.16,0.776,-0.344,0.006,170.57,0.493,-0.797,-0.356,1.104,-0.427,-0.485,1
"3179",-1.076,-0.862,-0.595,0.523,-0.57,59.06,-0.605,1.268,1.586,1.111,-0.115,58.31,-1.132,1.074,-0.701,0.253,2.136,0.953,0.222,64.1,-1.157,0.455,-0.055,0.85,1.369,1.099,1
"245",-0.158,-1.201,-1.144,0.367,-1.142,330.13,-0.153,0.286,0.512,1.111,-0.89,32.02,-1.132,1.522,0.566,-0.372,1.397,1.162,-1.015,33.53,-1.157,-0.703,-1.087,-0.166,0.871,1.034,1
"37701",0.896,0.464,0.573,-0.098,0.928,87.83,0.299,0.204,-1.005,-1.251,0.454,219.69,0.973,0.158,0.948,1.733,-1.216,-2.1,-0.649,231.45,1.962,-1.518,-0.45,0.18,-0.609,-0.511,1
"4338",-0.726,-1.116,-0.778,0.367,-0.394,49.98,-0.153,0.286,0.828,0.89,0.454,49.29,-0.711,1.259,-0.212,-0.718,1.416,0.641,-0.461,53.5,-0.707,0.042,-0.33,-0.166,1.421,1.351,1
"1129",-0.428,-1.003,-0.663,0.367,0.399,60.62,-0.153,0.041,0.259,1.111,-0.425,20.93,-1.132,0.596,0.124,-0.942,0.993,0.815,-0.118,18.41,-0.977,0.089,-0.287,1.45,0.858,0.684,1
"37861",0.75,0.972,0.962,0.523,-0.57,82.49,-0.605,0.45,1.207,0.447,-0.528,70.15,-0.29,-0.27,0.734,-0.418,-0.138,0.233,0.581,279.48,-0.377,-0.413,1.045,0.711,-0.734,-0.809,1
"5989",-1.132,-1.032,-0.709,0.445,-0.085,53.17,-0.605,-0.859,-0.563,-0.144,1.591,274.1,0.131,1.035,-0.762,-0.387,0.014,-0.563,2.601,250.33,0.583,0.904,0.477,-0.608,1.437,1.461,1
"1591",-0.113,-1.116,-1.328,0.212,-0.57,297.94,-0.153,-0.696,-0.057,0.447,-0.476,14.66,-0.711,1.298,0.612,-0.83,1.275,0.723,-0.73,41.27,-0.707,-0.484,-1.001,-1.09,0.657,1.041,1
"2264",-1.135,-0.834,-1.007,1.377,-0.966,185.94,-1.51,1.105,-1.068,1.849,-0.631,331.89,-1.975,0.265,-0.976,-0.392,0.304,1.218,0.45,329.36,-1.487,2.021,-0.21,-0.559,0.977,0.976,1
"1854",-0.06,-1.116,-0.732,-0.021,-0.305,71.43,0.299,-0.614,-0.31,0.521,-0.218,169.42,-0.711,0.616,0.521,-0.855,0.35,0.631,0.837,306.82,-0.677,1.365,-1.061,0.527,0.569,0.519,1
"2025",-0.607,-0.721,-0.412,0.29,-0.526,73.9,-0.153,0.041,0.765,0.594,-0.218,54.39,-0.711,0.431,-0.35,-0.992,1.134,0.652,-0.044,36.91,-0.827,0.94,0.22,1.058,0.604,0.398,1
"11231",1.31,2.355,2.107,-0.875,0.531,93.06,0.752,-0.614,-0.31,-0.882,0.299,180,0.973,-1.585,0.841,1.407,-1.388,-1.094,0.766,249.24,0.973,-1.028,0.185,0.342,-1.447,-1.603,1
"3749",-0.647,-1.003,-1.442,-0.487,-0.129,265.06,0.299,-1.023,-0.373,-0.291,-0.683,260.54,0.131,0.947,-0.075,-1.333,1.108,0.197,-0.837,59.89,-0.137,0.366,-0.047,-1.529,0.867,1.208,1
"231",-1.233,-0.58,-0.366,0.833,-0.261,62.69,-0.605,0.532,0.891,1.111,0.144,44.2,-0.711,0.236,-1.189,-0.992,0.978,0.774,0.363,16.62,-0.797,-0.136,0.529,1.473,1.131,0.859,1
"3795",-1.47,-1.003,-1.099,-1.729,0.355,190.68,1.656,0.286,-0.689,-1.62,0.299,201.65,1.394,0.265,-1.525,-0.453,0.433,-1.145,-0.165,204,1.153,-0.118,-0.055,-0.397,1.053,1.05,1
"9231",0.872,2.073,1.855,0.911,-0.746,82.7,-1.058,0.123,1.017,0.004,0.454,85.52,0.131,-1.215,0.658,0.146,-0.378,-0.962,1.183,239.47,0.943,-1.146,0.537,0.665,-1.058,-1.099,1
"50691",0.939,1.847,1.695,0.057,1.016,87.74,-0.153,-1.105,-0.12,-0.365,0.299,126.6,0.552,-2.267,0.307,0.894,-1.087,-0.523,1.697,258.86,0.673,-0.791,1.087,-0.305,-1.154,-1.233,1
"20",-1.408,-0.552,-0.526,-2.35,0.355,139.71,2.109,-0.532,0.449,-0.439,0.764,108.47,0.552,-0.115,-1.892,-0.931,0.216,-0.058,-0.135,263.15,0.013,0.361,1.045,1.035,0.461,0.364,1
"4205",0.224,1.763,1.626,-0.487,1.148,91.03,0.299,0.614,1.27,0.521,-0.735,67.8,-0.711,-1.556,-0.182,-1.297,0.681,0.458,-0.034,340.91,-0.647,-0.673,0.709,-0.744,-0.852,-0.609,1
"19771",1.499,0.239,0.367,0.6,-1.495,78.79,-0.605,-0.368,-0.942,-0.439,-1.097,251,0.552,-0.144,1.238,2.439,-2.226,-0.936,-1.207,256.16,1.093,-0.815,1.534,0.319,-1.151,-1.216,1
"14521",0.952,0.86,0.894,0.057,-0.35,86.45,-0.153,-0.45,-0.815,0.225,-0.115,296.56,-0.29,-1.585,0.139,1.539,-1.639,-0.094,0.127,267.74,0.313,-0.886,-0.004,0.296,-1.227,-1.282,1
"5778",-1.159,-1.201,-1.144,-0.021,-1.23,147.87,0.299,-0.287,-0.499,0.373,-1.252,147.59,-0.29,1.152,-0.823,-0.901,0.925,0.733,-0.683,188.99,-0.497,0.325,-0.4,-0.422,1.36,1.317,1
"21191",0.256,-0.27,-0.022,-0.021,-1.186,84.99,-0.153,-1.105,-0.12,-0.365,-0.115,167.31,0.131,0.217,0.49,-0.809,0.14,-0.032,0.406,268.9,0.283,0.101,0.564,-0.212,-0.13,0.164,1
"17621",0.604,0.493,0.573,0.523,-1.23,81.1,-0.605,-1.187,-0.057,0.004,0.092,163.25,0.131,0.372,0.78,1.148,-1.315,-0.482,0.05,259.73,0.433,0.91,1.706,1.912,-0.21,-0.319,1
"4504",-1.199,-1.286,-0.915,0.134,-0.482,37.38,-0.605,-0.45,0.385,0.373,-0.011,51.03,-0.29,0.762,-0.945,-1.15,0.902,0.585,0.635,202.5,-0.587,-0.608,0.134,-0.074,1.325,1.287,1
"56601",0.785,1.678,1.558,-0.487,-0.482,91.06,0.752,0.204,0.954,-0.66,0.402,111.57,0.973,-1.732,-0.273,0.594,-0.77,-0.941,0.013,244.99,0.793,-0.437,1.208,-0.051,-1.499,-1.707,1
"5475",0.291,-1.257,-0.847,-0.176,-1.274,77.15,0.299,-0.778,-0.626,-0.365,-0.631,246.17,0.552,1.561,1.177,0.192,-0.603,-0.298,0.769,260.56,0.313,0.053,0.022,0.48,0.911,0.864,1
"2734",1.746,1.396,1.329,0.523,-0.394,83.62,-0.153,-0.696,0.259,-0.586,-0.425,131.12,0.552,-0.748,1.315,1.702,-1.502,-1.472,-0.027,243.5,1.303,-1.323,1.534,0.804,-1.41,-1.677,1
"4946",0.91,0.239,0.298,1.377,-1.142,69.4,-1.51,0.041,0.638,0.742,-0.787,46.78,-0.711,0.47,1.345,-0.326,-0.214,-0.267,0.803,257.73,-0.017,-0.969,0.289,1.727,-0.305,-0.391,1
"720",0.108,-1.229,-1.236,-0.487,-1.451,251.14,0.752,0.777,-1.763,-0.956,-0.528,244.93,1.394,0.869,0.001,1.814,-1.662,-1.268,-0.672,248.52,1.483,-0.413,0.117,-0.397,-0.134,0.011,1
"4318",-1.679,-0.608,-0.366,0.678,0.707,64.66,-0.605,-0.041,0.891,0.004,-0.373,83.09,0.131,-0.231,-1.846,-1.541,0.776,-0.124,0,182.11,0.253,0.03,0.632,-1.713,0.795,1.225,1
"3783",-1.616,-0.749,-1.625,-0.875,0.619,253.22,0.752,2.005,-2.711,0.89,0.919,289.6,-0.711,0.119,-1.8,0.889,-1.041,0.891,0.185,288.86,-0.857,-0.295,-0.477,-0.328,1.185,1.15,1
"4043",-0.322,-1.116,-0.709,-0.021,-0.129,73.96,-0.153,-0.45,-0.879,0.152,0.66,286.38,-0.29,0.45,0.032,-0.082,-0.374,0.126,0.921,273.56,-0.077,-0.301,-0.184,0.365,0.565,0.582,1
"1349",-0.991,-1.201,-1.144,0.367,-0.526,330.13,-0.605,0.45,0.638,1.259,-0.063,32.88,-1.132,0.947,-0.701,-0.52,1.462,0.876,-0.555,44.31,-1.097,-0.596,-1.233,-1.621,0.851,1.19,1
"30171",0.265,0.182,0.321,0.367,-0.261,80.98,-0.605,0.123,0.954,0.299,-0.115,72.63,-0.29,0.567,0.643,-0.992,0.308,0.172,0.581,283.34,-0.197,1.111,0.289,0.781,0.011,0.059,1
"28801",1.329,0.634,0.596,1.687,0.663,70.31,-1.51,0.123,-1.068,-1.103,0.195,227.68,1.394,-0.738,1.009,1.56,-1.563,-0.859,-0.229,254.11,1.003,-0.325,0.709,0.111,-0.977,-1.018,1
"6430",-0.415,0.267,0.413,-0.72,0.972,94.78,0.752,-0.368,0.512,0.373,0.609,58.8,-0.29,-0.3,-0.777,-0.321,0.033,1.014,-0.111,313.11,-0.977,1.164,1.164,0.479,0.034,0.066,1
"3451",0.824,1.283,1.054,2.697,0.047,66.67,-2.867,-0.123,0.385,0.816,0.764,32.24,-0.711,-0.115,0.963,0.075,-0.523,-0.084,1.344,269.1,0.073,0.644,1.217,1.52,-0.537,-0.734,1
"17151",0.925,1.114,1.1,-0.176,-1.098,89.03,0.299,-0.941,0.133,0.004,0.505,71.08,0.131,-0.222,0.948,0.401,-0.778,-0.211,0.648,263.45,0.163,-0.047,1.431,0.711,-0.711,-0.727,1
"2042",-0.283,-0.1,0.092,-0.953,-0.041,99.69,0.752,-0.368,0.512,-0.66,0.247,120.74,0.552,-0.046,-0.67,-0.418,-0.115,-0.329,-0.965,252.63,0.403,2.051,-0.038,-1.598,-0.575,-0.047,1
"138",0.888,0.069,0.23,-1.186,-0.834,101.25,0.752,-0.614,-0.436,-0.734,-0.787,208.7,0.552,0.372,0.857,0.335,-0.736,0.049,-0.538,269.86,0.163,-0.809,0.606,-0.605,-0.741,-0.513,1
"53331",0.724,0.295,0.413,0.367,-1.362,81.51,-0.153,-0.45,0.512,0.004,-0.218,81.25,0.131,0.665,1.131,-0.738,0.152,0.412,0.88,290.05,-0.377,-0.26,0.959,-0.259,-0.195,-0.003,1
"36210",1.422,1.876,1.695,0.29,0.135,86.24,-0.153,-0.041,-0.436,-1.398,-0.425,195.06,1.394,-1.702,0.811,2.302,-1.902,-1.763,0.07,243.57,1.722,-0.998,0.503,0.249,-1.419,-1.617,1
"3143",1.297,0.38,0.504,0.29,-0.305,83.3,-0.153,-0.123,0.828,0.078,-0.373,80.56,-0.29,0.382,1.666,-0.011,-0.431,-0.426,0.161,254.42,0.103,1.028,1.32,1.543,-0.645,-0.717,1
"5890",-1.262,-0.834,-0.503,-0.72,-0.261,101.44,0.752,0.204,0.701,-1.251,0.04,136.14,1.394,0.587,-1.571,-1.023,0.83,-0.635,-0.316,185.86,0.583,0.047,0.141,-0.908,0.389,0.686,1
"41841",1.197,1.226,1.168,0.756,0.355,82,-0.605,-0.532,0.322,0.373,0.144,47.92,-0.29,-1.43,0.612,0.523,-0.862,0.003,0.248,270.39,-0.017,0.26,1.019,-0.351,-1.166,-1.196,1
"365",-0.227,-0.1,0.092,0.367,-0.217,79.7,-0.605,-0.45,0.449,0.225,0.299,63.44,-0.29,0.363,0.063,-1.221,0.727,0.549,0.302,341.57,-0.677,1.773,0.245,0.457,0.503,0.469,1
"3837",-0.214,-0.58,-0.274,-0.797,-1.495,99.99,0.752,-0.287,-0.31,-1.177,1.435,180,0.973,0.606,0.032,0.38,-0.439,-1.268,1.939,232.07,1.213,0.425,0.658,0.781,0.541,0.495,1
"579",-0.854,-0.608,-0.297,-0.642,-0.261,97.39,0.752,-0.45,0.385,-0.66,-0.063,124.79,0.552,0.402,-0.823,-1.399,0.616,-0.038,-0.622,261.55,0.013,0.898,-1.491,-0.559,0.02,0.522,1
"6103",-0.784,-0.778,-0.686,1.299,-0.57,35,-1.058,1.677,1.46,1.923,-0.425,43.14,-1.975,0.996,-0.243,0.228,1.782,1.509,0.423,41.5,-1.607,1.56,-0.254,-0.029,1.188,1.169,1
"2188",-0.542,-0.721,-1.35,1.454,-0.702,331.27,-1.51,1.432,-1.447,1.923,0.092,325.4,-1.975,0.908,-0.105,0.497,-0.408,1.499,0.4,313.74,-1.367,0.042,0.134,0.088,1.011,0.935,1
"489",-0.485,-0.806,-0.595,0.911,0.443,50.59,-0.605,0.123,0.954,0.373,-0.683,69.23,-0.29,0.645,0.017,-0.977,1.298,0.473,-0.612,55.86,-0.497,0.532,-0.175,-0.697,0.933,1.125,1
"38061",1.55,1.678,1.558,0.212,0.575,86.56,-0.153,-1.269,-0.12,-0.217,-0.115,90,0.131,-1.391,0.918,1.143,-1.33,-0.303,-0.084,263.32,0.493,-1.252,1.105,-0.72,-1.428,-1.473,1
"1946",1.363,-0.354,-0.091,0.212,-1.539,80.54,-0.153,0.368,-1.447,-0.66,-0.373,249.52,0.552,0.918,1.62,2.48,-2.298,-0.711,-0.753,259.64,0.763,0.083,1.337,0.157,-0.558,-0.489,1
"5190",1.433,0.888,0.917,-0.021,-0.658,87.56,0.299,-0.287,-0.815,-0.808,-0.683,228.31,0.973,0.207,1.452,2.205,-2.047,-0.941,-0.551,255.35,1.093,-0.868,1.354,-0.028,-0.844,-0.964,1
"2149",-0.533,-1.399,-1.099,-0.487,-0.173,246.09,0.752,-0.941,-0.563,0.078,-0.528,295.5,0.131,0.577,-0.06,-1.318,0.727,0.417,-0.373,168.87,-0.287,-0.473,-0.683,-0.443,0.798,1.005,1
"1418",-0.936,-1.088,-0.938,-1.496,-0.394,163.77,1.204,-0.368,-0.183,-1.103,0.144,180.5,0.973,0.635,-0.793,-0.855,0.433,-0.686,0.124,215.37,0.673,0.91,-0.408,0.019,0.858,0.894,1
"5005",-0.144,-1.088,-1.007,0.833,0.091,3.58,-0.605,0.123,0.638,0.89,-0.528,41.75,-0.711,1.678,0.75,-0.316,1.588,1.009,-0.777,45.98,-1.067,-0.839,-0.468,-0.72,1.248,1.287,1
"3402",-1.551,-0.778,-0.549,0.833,0.663,53.44,-1.058,0.45,0.638,1.259,-0.631,32.57,-1.553,0.353,-1.434,-0.636,1.207,0.983,0.154,23.73,-1.337,1.448,-0.296,0.226,1.57,1.281,1
"5904",-0.647,-0.693,-0.366,-0.331,0.619,90,0.299,-0.368,0.449,0.447,0.557,50.12,-0.711,0.421,-0.716,-0.992,0.357,0.478,-0.051,304.94,-0.497,1.625,0.924,-0.099,0.578,0.609,1
"5561",0.01,-0.89,-0.778,1.066,-1.539,31.77,-1.058,0.041,0.069,1.111,-1.148,12.3,-1.132,1.989,1.223,-0.621,1.226,1.014,-0.279,29.53,-1.067,-1.288,-1.112,-1.159,1.269,1.363,1
"50251",0.562,1.142,1.1,0.911,-0.35,80.09,-1.058,-0.123,0.828,-0.07,0.247,88.25,0.131,-0.611,0.612,-0.428,-0.123,-0.344,-0.128,252.65,0.193,-0.26,0.589,0.734,-0.533,-0.491,1
"2788",-0.941,0.013,0.161,-1.496,1.324,105.54,1.204,-0.532,-0.563,-0.808,1.28,213.75,0.552,-0.563,-1.419,-0.087,-0.389,-0.344,-0.121,256.63,0.523,-0.626,-0.236,-0.697,0.002,0.349,1
"6212",-0.116,-0.495,-0.87,2.386,0.575,10.33,-1.962,0.941,-0.373,1.997,0.04,352.27,-1.553,1.054,0.505,-0.133,0.479,1.57,-0.387,341.09,-1.337,0.532,-0.76,-0.631,0.946,1.108,1
"39061",-0.567,0.097,0.275,0.057,0.179,85.28,-0.153,-0.123,0.765,0.299,-0.011,68.97,-0.29,-0.358,-1.052,-1.053,0.597,0.646,-1.207,329.35,-0.827,0.325,-0.313,-0.42,-0.55,-0.328,1
"4151",-0.209,-1.06,-1.328,0.367,-0.085,306.54,-0.153,-0.45,0.385,0.447,-0.58,47.92,-0.29,1.853,0.78,-0.84,1.466,0.35,-0.911,70.54,-0.497,-0.26,-1.594,-0.12,1.288,1.218,1
"2932",1.289,1.735,1.604,0.6,1.192,84.03,-0.605,-0.45,0.575,0.004,-0.373,82.22,0.131,-2.365,0.49,1.123,-1.315,-0.114,0.695,267.87,0.163,-1.028,1.44,0.711,-1.342,-1.685,1
"2096",-0.317,-1.116,-1.213,0.367,-0.614,311.41,-0.605,0.041,0.133,1.111,-1.665,25.4,-1.132,1.142,0.536,-0.845,1.058,0.856,-0.763,20.06,-1.097,0.213,-1.087,-0.744,1.126,1.22,1
"1275",0.068,-0.213,0.001,0.057,-0.261,84.11,-0.153,0.368,-1.574,-0.291,1.125,265.82,0.131,0.558,0.353,1.331,-1.468,-0.237,1.142,265.27,0.283,0.893,1.629,0.919,0.418,0.406,1
"5109",0.998,1.791,1.649,-0.642,2.073,92.08,0.752,-0.45,0.512,-0.439,-0.166,110.31,0.552,-1.78,0.536,-0.316,-0.218,-0.272,0.188,257.9,0.223,-0.62,0.898,-0.559,-1.351,-1.354,1
