"","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8zh","P850","P_f","P_u","P_v","P_z","Rhum","Shum","clazz"
"7385",0.619,81.71,-1.058,0.041,0.891,-0.365,0.97,0.552,-0.396,0.472,-0.732,-0.757,0.595,1.381,-0.88,1
"2308",0.267,78.44,-0.153,0.695,1.144,0.963,0.299,-0.711,-0.808,-1.18,0.814,0.534,0.568,1.035,0.599,1
"7543",0.884,91.52,0.752,-1.187,-0.247,-0.07,-0.063,0.131,1.223,0.523,-0.866,0.325,-0.148,-0.697,-0.877,1
"2097",-1.935,85.92,-0.153,-0.287,0.512,-0.66,-0.011,0.552,-1.434,-0.331,-0.035,-0.768,-1.335,-0.697,-0.618,1
"5241",-0.438,89.7,0.299,1.432,2.029,0.152,0.35,0.131,-0.09,-1.409,0.75,-0.078,0.84,-0.998,-0.673,1
"2270",-0.041,296.35,-0.153,-1.023,-0.373,0.152,-0.011,-0.29,-0.151,-1.043,1.112,0.606,-0.414,-0.72,1.276,1
"227",-0.878,77.46,-1.51,1.923,2.155,1.185,0.144,-0.711,-1.51,-0.459,1.656,0.672,0.464,-0.143,0.169,1
"5568",-0.173,85.82,-0.605,-0.778,0.322,-0.217,-0.166,0.131,0.475,-0.474,-0.119,-0.145,-0.081,0.203,-1.333,1
"2613",-0.57,72.19,-0.153,-0.45,-0.879,-0.439,0.66,0.552,1.04,1.031,-1.224,-0.482,-0.672,-0.582,0.053,1
"6301",0.84,92.49,0.752,-0.941,0.069,-0.217,-0.218,0.131,0.979,0.162,-0.607,0.075,-1.271,-3.191,-1.679,1
"5659",-1.891,78.61,-1.058,0.614,1.333,0.299,-1.045,-0.29,0.78,-1.404,0.83,0.33,0.248,1.52,-0.349,1
"3767",3.086,170.17,3.918,3.396,1.397,-4.055,4.381,3.499,-3.541,2.434,2.27,-3.621,0.608,0.296,1.4,1
"1937",-0.438,249.28,0.752,-0.614,-0.563,-0.734,-0.011,0.973,-2.289,-1.135,0.59,-0.487,-0.276,0.457,1.7,1
"859",-0.702,79.31,-0.153,0.286,0.828,0.89,-0.631,-0.711,0.169,-0.789,1.112,0.927,-0.38,0.596,0.523,1
"3834",0.399,98.77,0.752,0.368,1.207,-0.07,0.247,0.552,-1.251,-1.374,0.921,0.161,0.83,0.871,1.115,1
"4899",1.236,101.26,2.109,-0.041,0.006,-1.325,0.04,1.394,0.292,1.606,-1.247,-1.86,-0.494,0.042,-1.802,1
"7518",-0.041,114.11,1.656,-1.105,-0.373,-0.291,0.557,0.131,-0.014,-0.682,0.304,0.825,-0.518,-2.152,-0.78,1
"3276",8.327,136.52,3.013,2.332,1.144,-2.653,9.083,1.815,-3.648,2.597,2.323,-3.356,7.831,0.596,1.109,1
"2291",-0.526,93.53,0.299,0.368,-0.689,-1.694,1.022,1.815,-0.411,0.599,-0.241,-1.824,-0.024,0.457,0.607,1
"6391",-0.702,97.23,1.204,0.368,1.144,0.299,0.04,-0.29,-0.426,-1.053,0.445,0.381,0.08,0.157,-0.711,1
"6056",-0.041,84.36,-0.153,-0.614,-0.563,-0.66,-0.528,0.973,0.689,1.555,-1.574,-0.778,-0.501,-0.72,-1.366,1
"1164",-0.438,279.14,0.299,-0.859,-0.436,0.225,-0.787,-0.29,-0.899,-1.201,0.441,0.223,0.027,0.019,1.036,1
"3079",0.399,124.25,0.752,-0.287,0.638,0.004,-1.148,-0.29,0.673,-0.83,1.485,0.294,-0.538,0.065,1.195,1
"5430",-0.217,94.93,1.204,0.368,0.765,-1.325,-0.476,1.394,0.398,1.087,-1.128,-1.038,-1.261,0.088,-1.397,1
"5988",0.355,82.9,-0.605,1.105,1.776,-0.217,0.35,0.131,-1.128,-1.196,0.422,-0.104,0.4,0.157,-0.942,1
"4493",-1.01,78.86,-1.058,0.368,1.017,0.521,-1.045,-0.29,0.353,-0.835,0.144,0.075,-0.669,0.55,-0.76,1
"2109",1.324,105.54,1.204,-0.532,-0.563,-0.808,1.28,0.552,-1.419,-0.087,-0.389,-0.344,-0.121,-0.697,0.002,1
"2882",-0.217,141.72,1.656,0.204,0.575,-1.325,0.764,1.394,-1.128,-0.87,0.552,-0.701,-0.827,-0.72,0.26,1
"1510",-0.394,40.69,-1.058,2.086,1.902,1.923,-0.683,-1.975,-0.411,0.523,2.243,1.29,-0.636,-0.559,1.325,1
"6441",0.531,105.4,1.204,-0.859,-0.626,-0.07,-0.115,0.131,0.093,-0.133,-0.306,0.636,0.131,-2.06,-0.747,1
"7942",-0.746,75.25,-0.605,-0.45,-0.815,-0.513,-1.045,0.552,1.299,1.712,-1.567,-1.283,-0.511,0.802,-0.15,1
"1973",0.972,85.92,-0.153,-0.941,0.069,0.225,0.764,-0.29,0.368,-0.56,-0.031,0.325,0.635,0.411,0.158,1
"7923",0.531,94.48,0.752,-1.105,-0.057,-0.144,0.402,0.552,-0.686,0.131,-0.584,-0.048,-0.394,-0.26,-0.482,1
"7449",-0.922,86.87,0.299,-0.859,-0.057,-0.586,0.092,0.552,1.376,1.031,-0.991,-1.314,0.625,0.665,-0.619,1
"3423",0.179,290.19,-0.153,-0.696,0.006,0.447,-0.528,-0.711,0.185,-0.881,1.142,0.764,-0.901,-0.882,1.182,1
"6354",0.135,95.58,1.204,-0.45,-0.12,-0.956,-0.011,0.973,1.04,1.219,-1.269,-0.951,-0.531,-1.898,-1.615,1
"5167",0.223,83.45,-0.153,0.695,1.333,0.447,0.247,-0.29,-0.426,-1.252,1.108,0.361,0.161,1.15,-0.103,1
"6476",-0.482,94.22,0.752,-0.45,0.196,-0.882,0.247,0.973,0.292,1.57,-1.266,-1.748,-0.01,1.589,-1.205,1
"7323",-0.438,87.96,0.299,0.614,1.207,0.742,-0.063,-0.711,-0.212,-1.455,0.803,0.34,0.769,0.827,0.46,1
"5606",-0.658,88.18,0.299,1.514,-2.142,-1.546,0.04,1.815,-0.533,1.86,-1.578,-1.625,-0.299,0.596,-0.034,1
"7325",-0.305,90.49,0.299,-0.205,0.765,-0.07,0.557,0.131,-0.365,-0.906,0.251,-0.293,0.383,1.035,0.273,1
"6517",-0.79,90.88,0.299,-0.696,0.006,-0.808,-0.218,0.973,-0.304,1.738,-1.746,-0.594,-0.266,0.596,-1.33,1
"269",-0.746,72.3,-0.605,0.041,0.196,1.111,0.144,-1.132,-0.014,-0.581,0.319,1.009,0.709,0.249,0.418,1
"1257",-1.054,79.9,0.299,0.45,0.765,1.185,-0.838,-1.553,-0.563,-0.372,1.489,1.045,-0.625,0.157,1.295,1
"6012",0.619,83.37,-0.153,-0.041,0.638,0.668,-0.011,-0.711,-0.289,-0.911,0.811,0.886,0.356,0.642,0.137,1
"2692",0.311,270,0.299,-1.269,-0.183,-0.217,-0.787,0.131,1.452,-1.363,0.974,0.345,-0.612,-0.605,0.886,1
"1180",0.135,118.46,0.752,-0.696,0.322,-0.439,0.092,0.552,-0.579,-1.206,0.654,-0.451,0.86,0.388,0.838,1
"5274",0.003,71.42,-0.605,-0.287,0.322,0.594,-0.58,-0.711,0.933,-0.581,0.026,0.529,0.097,1.335,0.09,1
"1965",-0.57,67.85,-0.153,-1.35,-0.247,-0.07,-0.373,0.131,0.918,-0.789,0.132,0.279,0.302,0.504,0.74,1
"5741",-1.01,77.83,-1.058,0.041,0.891,0.373,-0.218,-0.29,0.872,-0.372,-0.21,0.059,0.722,1.173,-0.589,1
"6910",0.003,79.89,-1.058,0.695,1.397,0.373,-0.27,-0.29,-0.121,-1.099,0.357,-0.15,0.04,1.104,-0.389,1
"1033",-0.041,322.85,-2.867,2.414,-0.31,3.251,0.764,-3.238,-0.93,0.629,0.872,2.428,1.089,0.111,1.217,1
"358",0.047,164.35,-0.153,-0.45,-0.183,0.742,0.144,-0.711,-0.899,-0.916,0.582,0.805,0.689,-0.166,1.074,1
"359",0.619,305.76,-0.605,-0.287,-0.436,0.816,0.144,-0.711,-0.808,-0.855,0.601,0.886,0.527,0.019,0.988,1
"4862",-1.274,78.05,-0.605,-1.023,-0.499,-0.07,-0.425,0.131,1.376,1.331,-1.46,-0.257,1.142,0.457,-0.507,1
"4744",-0.438,88.65,0.299,-0.205,0.701,-0.586,0.144,0.552,0.75,1.204,-1.22,-1.048,-0.75,0.665,-1.569,1
"346",0.531,304.99,-0.153,-0.941,-0.31,-0.513,0.402,0.552,-1.678,-1.358,0.582,-0.135,-0.484,-0.351,0.859,1
"5913",-0.217,31.86,-1.51,-0.287,-0.879,0.373,-0.166,-0.29,1.131,0.131,-0.588,0.039,0.242,1.289,0.402,1
"4644",-0.526,88.08,0.299,-0.859,0.133,-0.586,0.454,0.552,-0.273,1.6,-1.513,-1.171,-0.017,-0.005,-1.102,1
"7713",0.884,84.17,-0.153,-0.123,0.765,-0.586,-0.011,0.552,1.07,0.69,-0.816,-0.87,-2.108,0.71,-1.174,1
"5372",0.091,84.8,-0.153,-0.778,0.259,0.078,-0.476,-0.29,0.628,-0.596,0.182,0.82,-0.182,-0.097,-0.192,1
"5131",1.676,85.37,-0.153,-0.696,0.322,0.078,0.35,0.131,0.566,0.589,-0.9,-0.39,0.537,-0.882,-1.447,1
"7965",0.311,78.63,-1.058,-1.105,0.006,-0.365,0.144,0.552,0.032,0.772,-0.923,-0.89,0.524,0.779,-0.534,1
"5951",-1.318,88.83,0.299,-0.859,0.133,-0.439,-0.476,0.552,1.131,1.163,-1.308,-0.594,-0.212,-0.397,-1.448,1
"2389",-1.495,39.05,-0.153,-0.614,-0.815,-0.439,-0.631,0.552,-0.09,-0.347,-0.199,-0.293,-0.498,0.18,0.758,1
"1218",-0.614,79.32,-0.153,-0.45,0.512,0.299,0.97,-0.29,-0.487,-0.159,-0.336,-0.344,1.072,1.196,0.079,1
"6296",-1.186,61.66,-2.415,1.268,1.27,1.628,-0.218,-1.975,1.345,-0.382,1.291,1.254,0.595,0.827,-0.217,1
"7233",0.267,46.97,-0.605,0.123,-1.384,0.004,-0.011,0.131,0.872,-0.072,-0.416,0.284,0.511,0.573,0.4,1
"73",-0.394,171.14,-0.605,0.123,0.385,1.111,-0.528,-1.132,0.276,-0.748,1.012,1.019,-0.135,0.157,1.13,1
"1223",-0.394,88.31,0.299,-1.35,-0.12,-0.217,0.712,0.131,-0.716,-0.133,-0.359,-0.283,-0.017,0.042,-0.288,1
"3189",-1.318,277.07,-0.605,3.559,-4.038,0.225,-0.838,-0.29,-0.884,1.397,-1.494,0.544,-0.192,-0.282,1.082,1
"7635",0.047,92.38,0.752,-0.041,0.701,-0.882,0.402,0.973,0.292,0.319,-0.477,-1.069,-0.219,0.71,-0.188,1
"1064",-0.217,51.73,0.299,0.123,0.638,0.89,-0.218,-0.711,-0.197,-0.677,1.386,0.784,-0.81,0.065,1.035,1
"4712",-0.261,89.48,0.299,0.123,0.954,-0.513,0.66,0.552,-0.334,0.945,-1.041,-0.977,0.215,1.127,-1.317,1
"6892",-0.173,76.91,-1.51,-0.941,0.006,-0.513,-0.115,0.552,0.353,1.417,-1.372,-1.166,0.094,0.688,-1.222,1
"7812",-1.407,87.57,0.299,-0.45,0.385,0.373,-0.528,-0.711,0.689,-0.387,-0.104,0.59,0.406,-1.046,-0.411,1
"4543",-0.922,84.24,-0.153,-0.45,0.449,0.299,-1.665,-0.29,0.597,-0.753,0.083,0.197,-0.125,1.266,0.002,1
"4053",-0.261,81.08,-0.605,0.777,-1.637,0.89,-0.218,-1.132,0.979,1.178,-0.984,1.708,-0.239,-0.676,-0.094,1
"2079",-0.35,83.33,0.299,-0.778,-0.689,-0.365,0.299,0.552,0.704,0.141,-0.58,-0.211,-0.188,-0.767,0.035,1
"1803",2.117,340.91,-1.962,-0.123,-1.005,0.521,0.867,-0.711,-0.701,-0.55,0.014,0.57,0.178,-0.189,0.929,1
"5484",-0.041,85.28,-0.153,1.023,1.649,0.447,-0.115,-0.29,0.124,-1.191,1.092,0.442,-0.246,0.157,-0.193,1
"4871",-2.552,70.16,-1.962,1.105,-1.7,-1.546,-1.045,1.815,0.612,2.333,-1.837,-1.967,-1.284,0.434,-1.041,1
"3737",-0.217,175.35,-0.605,0.45,0.449,1.406,-0.425,-1.553,0.902,-0.174,1.63,1.193,-0.83,-0.443,1.235,1
"4758",0.707,80.13,-0.605,1.432,1.902,0.742,1.384,-0.29,-0.915,-0.753,0.11,-0.237,1.516,1.104,-0.557,1
"7866",-0.746,74.8,-1.058,-1.187,-0.247,-0.291,-0.218,0.131,1.345,0.228,-0.549,-0.711,0.937,0.432,-0.628,1
"4916",0.091,84.57,-0.153,-0.123,0.765,0.299,-0.011,-0.29,0.78,-1.109,0.449,0.442,-0.679,-1.459,-1.242,1
"6621",-0.878,78.18,-0.605,0.695,1.27,0.816,-1.613,-0.711,1.559,-1.262,0.662,0.427,-0.121,1.219,-0.353,1
"7180",-0.394,84.43,-0.153,0.204,1.017,-0.439,-0.528,0.552,0.368,0.314,-0.595,-0.594,-0.777,-0.074,-1.396,1
"5788",1.412,84.93,-0.153,0.368,1.207,-0.439,0.454,0.552,-0.06,-0.901,0.727,-0.783,-0.891,0.734,-0.392,1
"5245",-1.01,97.71,1.204,0.368,1.144,-0.586,0.66,0.552,0.124,-0.25,-0.123,-0.717,-0.316,0.688,-0.854,1
"7646",-0.526,88.25,0.299,0.123,0.954,-0.217,0.402,0.131,1.177,0.401,-0.687,-0.696,0.601,1.703,-0.585,1
"7013",0.223,75.78,-1.058,1.596,1.839,1.259,-0.476,-1.132,-0.38,-0.987,1.161,0.636,-0.168,0.157,0.006,1
"6087",-0.173,92.71,0.752,-0.368,0.575,-0.07,-0.115,0.131,0.963,0.685,-0.965,0.524,0.188,0.619,-1.326,1
"5590",-0.438,84.24,-0.153,-0.532,0.512,-0.291,-0.787,0.131,-0.075,-1.038,0.319,0.284,-0.259,-0.536,-0.74,1
"6804",-0.702,86.24,-0.153,0.286,0.701,-1.251,0.092,1.394,-0.701,1.402,-0.991,-1.916,-0.286,0.504,-1.253,1
"1978",-0.614,73.62,-0.605,0.777,1.144,1.037,0.764,-0.711,-0.212,-0.942,1.085,0.774,-0.084,0.388,0.698,1
"2549",0.355,33.6,-0.153,0.041,0.512,0.89,-0.321,-0.711,-0.563,-0.443,1.382,1.085,-0.313,-0.143,1.577,1
"3433",0.707,132.42,1.656,-0.696,0.196,-0.513,0.299,0.552,-1.602,-1.155,1.134,-0.283,-0.464,-0.536,1.32,1
"2565",-0.394,285.75,0.299,-0.778,-0.31,0.447,-0.166,-0.711,1.238,-1.064,1.009,0.667,-1.167,-2.245,1.185,1
"3261",0.399,59.91,-0.605,-0.287,0.638,0.004,-1.923,0.131,-1.999,-1.18,1.226,-0.135,-0.535,-1.852,0.829,1
"4748",-0.482,78.06,-0.605,1.186,1.586,0.89,0.04,-0.711,-0.594,-0.677,1.283,0.922,0.211,1.104,-0.098,1
"6378",1.588,85.17,-0.153,-0.778,0.322,0.078,-0.115,0.131,0.383,0.741,-1.026,-0.298,-0.044,-0.697,-1.183,1
"534",-0.526,78.99,-0.153,1.432,1.46,1.701,-0.27,-1.553,-0.854,0.192,1.862,1.371,-0.014,0.642,0.837,1
"1700",-0.173,277.15,0.752,-0.778,-0.626,-0.291,-0.27,0.131,-0.228,-1.445,0.647,-0.104,-0.34,0.642,1.011,1
"3466",-0.966,292.35,0.299,0.204,-1.258,0.594,0.092,-0.29,0.337,-0.392,0.033,0.897,0.464,0.18,1.072,1
"4911",0.135,97.71,1.204,-0.614,-0.689,-0.513,-0.735,0.552,1.391,2.216,-2.108,-0.63,-0.817,-0.235,-1.635,1
"6343",-0.394,89.68,0.299,-0.859,0.069,-0.513,-0.425,0.552,0.902,0.279,-0.652,-0.451,-0.652,-1.275,-0.698,1
"2031",2.029,280.37,-0.153,-0.859,-0.436,0.225,0.092,-0.29,-1.205,-1.206,0.792,0.544,-0.582,-1.667,0.828,1
"1299",-0.305,3.58,-0.605,-0.123,0.449,0.816,-0.631,-0.711,0.307,-0.87,1.226,0.733,-0.602,-0.051,0.857,1
"2148",0.84,272.53,-0.153,2.905,-3.406,0.668,2.056,-0.711,-1.083,1.646,-1.605,0.994,0.507,-0.305,1.344,1
"6690",-1.671,86.64,-0.153,0.368,1.207,-0.217,0.144,0.131,0.505,0.299,-0.614,-0.671,0.763,0.596,-0.64,1
"5384",-0.834,69.38,-0.153,1.432,-2.332,0.447,-0.58,-0.711,1.177,2.134,-2.077,0.386,-0.367,0.226,0.196,1
"4581",-1.715,87.74,0.299,-1.187,-0.183,0.078,-0.166,0.131,0.032,0.34,-0.652,-0.66,0.474,1.081,-0.308,1
"3364",-0.526,265.16,0.752,3.068,-3.659,0.225,0.195,0.131,-0.319,1.875,-1.841,0.473,0.578,-0.212,1.088,1
"7643",0.972,90.3,0.299,-0.45,-0.183,-1.029,-0.27,0.973,0.872,1.88,-1.506,-1.819,-0.824,0.178,-1.05,1
"7454",-0.438,89.27,0.299,-0.532,-0.752,-0.66,0.04,0.552,1.895,0.924,-1.151,-0.298,1.048,-1.275,-1.246,1
"5343",-0.085,86.73,0.299,-0.368,0.259,-0.882,0.505,0.973,-0.731,2.048,-1.62,-1.875,0.222,0.85,-1.455,1
"2122",-0.482,46.29,-0.153,0.204,0.638,0.963,0.092,-1.132,0.093,-0.56,1.287,1.05,-0.703,-0.697,1.068,1
"6037",-0.746,51.57,-1.058,1.023,-2.079,-0.365,0.247,0.552,0.628,1.712,-1.727,-0.589,-0.252,0.296,-0.018,1
"3931",0.531,48.33,-1.51,0.041,-0.057,1.111,0.04,-1.132,1.147,-0.916,0.624,0.835,0.161,0.894,0.69,1
"7891",-0.966,80.77,-0.605,-0.778,-0.689,-0.217,0.092,0.552,0.963,1.905,-1.871,-0.609,0.198,1.194,-0.994,1
"4224",-0.041,315.6,-0.605,-1.023,-0.499,-0.217,-0.528,0.131,-0.029,-1.455,0.814,0.218,-0.672,-0.769,0.982,1
"5665",-0.966,89.52,0.299,-1.105,0.069,0.004,-0.838,0.131,0.933,-1.16,0.464,0.391,-0.135,-1.044,-0.555,1
"4499",0.223,79,-1.058,-0.859,-0.31,0.299,0.97,-0.29,1.116,1.356,-1.471,-0.063,1.556,1.704,-0.747,1
"1358",0.355,99.25,0.752,-0.859,-0.499,-0.513,0.97,0.131,-0.793,-0.26,-0.252,-0.369,0.924,1.566,0.676,1
"5614",-0.482,74.99,-1.51,-0.696,0.385,-0.365,-0.528,0.552,0.643,0.66,-0.69,-1.273,-0.844,-0.42,-0.703,1
"3630",-0.966,31.4,-0.605,1.432,1.081,1.923,-0.528,-1.975,-0.319,-0.153,1.47,1.33,0.746,-0.028,1.448,1
"7673",-0.305,86.03,-0.153,-0.041,0.891,-0.365,-0.373,0.131,1.589,-0.189,-0.237,-0.568,-0.094,0.594,-0.895,1
"379",-0.438,331.22,-0.605,0.041,-1.258,0.373,0.505,-0.711,0.246,-0.052,-0.401,0.473,0.689,0.965,0.849,1
"2827",-0.834,175.42,-0.605,0.041,-1.321,-0.07,-0.27,-0.29,0.551,0.726,-0.995,-0.451,-0.501,-1.09,0.214,1
"1013",4.187,132.87,1.204,0.45,1.017,-0.291,4.278,-0.29,-2.61,-0.164,1.641,-0.278,3.798,0.873,1.317,1
"6906",2.205,100.53,1.204,0.123,0.638,-1.103,1.074,0.973,-0.197,-0.077,0.068,-1.13,-0.121,1.358,-0.544,1
"1017",-0.085,64.41,-0.605,1.186,1.397,1.259,0.712,-1.132,-1.266,-0.331,1.694,0.851,0.958,0.273,1.22,1
"2951",0.663,84.54,-0.153,-0.614,-0.436,-0.808,0.04,0.973,0.001,-0.092,-0.226,-0.844,-0.152,-0.005,0.334,1
"6490",0.399,82.38,-0.605,-0.532,0.322,-0.734,0.04,0.973,0.169,0.985,-1.094,-0.931,0.49,0.896,-1.146,1
"2368",-0.614,280.62,0.299,-0.532,0.322,0.373,0.04,-0.29,-0.747,-0.982,1.344,0.315,-0.387,0.48,1.468,1
"3073",0.399,87.63,0.299,-1.187,-0.057,-0.217,0.66,0.131,-0.044,-0.459,-0.134,-0.109,0.124,1.012,0.606,1
"6516",0.223,92.14,0.752,-0.532,-0.12,-0.956,0.35,0.973,-0.319,2.378,-2.115,-1.237,-0.914,1.52,-1.405,1
"4031",0.619,274.65,-0.153,2.25,-2.901,0.668,2.366,-0.711,-0.762,1.534,-1.555,0.473,2.255,0.317,1.326,1
"7253",0.091,72.22,-1.058,-0.45,-0.942,-0.217,-0.011,0.131,1.101,1.036,-1.266,0.019,0.111,-0.513,-1.067,1
"467",0.311,293.82,-0.153,0.041,0.322,1.037,-0.735,-1.132,-0.579,-0.469,1.382,1.07,-0.736,-0.212,1.172,1
"4428",-0.482,96.49,1.204,0.45,1.207,-0.365,-0.27,0.131,0.017,-0.448,-0.077,-0.461,0.598,1.589,-0.579,1
"7411",-0.305,88.18,-0.153,-0.123,0.701,-0.66,0.247,0.552,1.376,1.341,-1.33,-1.069,-0.962,-0.212,-1.457,1
"2146",1.764,177.35,-0.153,-0.941,-0.247,-0.586,0.764,0.552,-1.083,-1.424,0.704,-0.237,-0.417,-1.806,0.608,1
"3399",1.28,72.5,-1.962,1.268,1.839,-0.734,1.332,0.552,-1.938,-0.052,1.241,-1.436,-0.538,0.55,-0.013,1
"6200",-0.217,75.41,-1.058,0.532,1.333,-0.07,0.919,0.131,0.047,-0.362,-0.008,-0.752,0.359,0.988,-0.409,1
"3128",0.531,117.87,1.204,0.45,0.133,-1.694,0.66,1.394,-1.495,-0.408,0.94,-1.268,0.064,-0.189,1.049,1
"5716",-0.966,82.12,-0.605,-0.368,0.638,-0.07,-0.58,0.131,0.857,-0.936,0.251,-0.135,0.648,0.619,-0.499,1
"2117",0.223,53.33,-1.058,0.041,0.069,1.185,-0.218,-1.132,0.505,-0.789,0.525,0.917,-0.064,0.319,0.863,1
"132",-0.482,242.24,1.656,2.496,-2.522,-2.432,2.159,2.236,-2.93,1.001,-0.576,-1.988,1.529,0.804,1.532,1
"5764",0.84,104.78,1.656,-0.205,0.575,-0.808,-0.425,0.973,-0.441,0.233,-0.656,-0.129,0.158,-0.605,-1.191,1
"1695",0.135,342.79,-0.605,-0.123,-0.12,0.963,-1.097,-0.711,0.643,-1.003,0.849,0.754,-0.783,-1.944,0.736,1
"6484",1.941,95.18,0.752,-0.941,-0.499,0.078,0.195,-0.29,1.086,0.304,-0.645,0.335,0.766,-0.351,-0.898,1
"3791",0.399,256.38,0.752,2.987,-3.406,-1.103,2.056,1.394,-1.128,1.885,-1.742,-0.859,1.717,0.203,1.223,1
"1509",-0.35,30.69,-1.51,1.677,1.586,1.775,-0.166,-1.975,-1.144,0.584,2.254,1.351,0.43,0.088,1.268,1
"7047",0.047,113.35,1.656,-0.696,-0.563,-0.586,-0.476,0.552,0.811,0.035,-0.42,-0.609,0.42,-0.097,-0.816,1
"3718",0.135,73.34,-0.605,1.596,1.776,1.332,0.66,-1.132,-0.701,-0.682,1.298,0.84,1.489,0.18,0.66,1
"1846",-0.305,80.88,-0.153,-0.614,-0.815,-0.144,0.299,0.131,0.521,-0.174,-0.325,0.406,0.427,-0.166,0.385,1
"6134",-0.966,88.91,0.299,-0.45,0.575,-0.291,-0.735,0.131,1.024,-1.257,0.475,0.1,-0.172,-0.189,-0.037,1
"5334",-0.173,86.32,-0.153,-0.205,0.385,-1.029,0.712,0.973,-1.159,1.173,-0.934,-1.702,0.396,1.173,-1.301,1
"5066",-0.482,82.92,-0.153,0.204,1.017,0.225,-0.683,0.131,0.124,-1.323,0.776,0.33,0.79,1.312,-0.062,1
"6089",-0.305,83.3,-0.153,-0.123,0.828,0.078,-0.373,-0.29,1.666,-0.011,-0.431,-0.426,0.161,1.543,-0.645,1
"439",-0.57,61.08,-1.058,0.532,0.701,1.332,0.04,-1.132,-0.93,-0.784,0.639,0.886,1.657,0.781,1.06,1
"577",-0.702,326.72,-1.058,0.368,-0.563,1.332,-0.838,-1.553,0.46,-0.692,0.677,1.07,-0.246,-0.005,1.104,1
"2124",0.003,186.51,-0.605,0.45,-0.247,1.48,-0.631,-1.553,0.566,-0.53,0.715,1.259,-0.357,-0.282,1.234,1
"2960",0.575,85.36,0.299,-0.368,0.512,0.299,0.299,-0.29,-0.365,-1.155,0.426,0.32,0.191,1.127,0.589,1
"3889",-0.041,323.9,-1.058,-0.041,-0.563,1.037,-0.27,-1.132,-0.334,-0.443,0.521,1.284,0.753,0.317,1.225,1
"3386",0.884,99.48,0.752,0.859,1.46,-0.808,-0.218,0.552,-0.548,-1.216,0.532,-0.278,-0.377,0.781,0.275,1
"3556",0.531,80.36,0.299,0.614,1.333,0.152,-0.011,0.131,-1.464,-0.784,1.512,0.07,0.279,0.319,1.374,1
"381",-1.318,66.78,-0.605,-1.023,-0.247,0.078,0.195,-0.29,0.383,-0.535,-0.054,-0.145,1.28,0.919,0.738,1
"4259",4.495,100.21,0.752,2.905,2.913,-0.513,5.001,0.552,-4.06,3.136,4.193,-1.171,0.013,0.432,0.879,1
"4506",0.091,87.31,-0.153,0.204,0.954,0.373,-0.528,-0.29,0.49,-0.601,0.121,0.713,-0.404,-0.767,-0.834,1
"4329",0.399,93.17,0.752,-0.45,0.512,-0.365,-0.321,0.552,0.185,-0.103,-0.313,-0.604,-0.175,-0.305,-1.409,1
"5262",0.84,72.31,-0.605,0.859,1.207,1.037,0.195,-0.711,-0.014,-0.819,1.325,0.682,0.376,0.411,0.091,1
"4482",-0.746,96.2,1.204,-0.778,0.322,0.078,-0.166,0.131,0.597,0.482,-0.835,0.156,0.658,0.088,-1.031,1
"7699",1.368,79.43,-1.058,0.859,1.523,-0.291,0.402,0.552,-0.625,0.355,-0.561,-0.905,-1.835,0.71,-1.038,1
"2472",1.853,129.87,0.752,-0.778,0.133,0.373,0.092,-0.29,-0.029,-1.053,0.913,0.723,-0.38,-0.744,0.5,1
"476",-0.526,64.1,-0.605,1.268,1.586,1.111,0.505,-1.132,-0.579,0.014,1.919,1.024,-0.064,-0.189,1.343,1
"1425",-1.186,188.9,-0.153,-0.205,-0.436,0.89,-0.993,-1.132,0.979,-1.048,0.837,0.743,-0.4,-0.305,1.095,1
"947",1.324,4.44,-3.319,2.25,0.069,3.178,3.658,-2.817,-2.319,1.372,0.719,3.173,3.502,0.688,1.458,1
"1086",-1.362,80.25,-0.153,-0.941,-0.31,-0.513,0.557,0.552,-0.029,-0.026,-0.309,-0.722,0.252,0.804,0.607,1
"3799",0.355,61.59,-0.605,-0.614,-0.689,0.299,0.299,-0.29,0.383,-0.413,-0.108,0.432,1.069,0.688,1.024,1
"4995",-0.35,81.09,-0.605,-0.859,-0.183,-0.586,-0.115,0.552,0.841,2.261,-2.005,-1.283,-1.133,1.289,-1.202,1
"4038",-0.57,89.68,0.299,-1.023,-0.499,-0.07,0.195,0.131,0.795,-0.225,-0.309,-0.15,0.477,0.109,0.851,1
"7585",-0.834,84.61,-0.605,0.204,1.081,-0.365,0.04,0.552,-0.701,-0.016,-0.256,-0.885,-0.4,0.063,-1.055,1
"6363",1.148,98.45,1.656,-0.696,0.133,-0.66,-0.115,0.552,0.704,0.863,-1.033,-0.783,-0.212,-0.836,-1.473,1
"6591",0.399,80.53,-1.058,-0.368,0.385,-0.808,-0.063,0.973,0.628,1.428,-1.022,-1.901,-1.761,-0.189,-1.443,1
"7850",-0.305,78.58,-1.058,0.45,-1.131,-1.472,0.247,1.394,0.246,2.353,-1.727,-2.227,-0.525,1.171,-0.627,1
"4284",1.5,89.57,0.299,-0.205,-0.31,-1.251,2.262,0.973,0.444,1.123,0.174,-2.677,3.045,2.534,0.849,1
"4610",0.972,80.52,-1.058,-0.778,-0.373,-0.66,-0.425,0.973,0.414,1.707,-1.586,-1.237,-1.042,-1.852,-1.779,1
